Mod:Item:MetaData, Localized Name
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
immersiveengineering:maintenance_kit, Maintenance Kit
immersiveengineering:steel_armor_feet, Steel Boots
immersiveengineering:steel_armor_legs, Steel Leggings
immersiveengineering:steel_armor_chest, Steel Chestplate
immersiveengineering:steel_armor_head, Steel Helmet
immersiveengineering:railgun, Railgun
congregamystica:chain_brass, Brass Chain
congregamystica:candle_brass, Brass Candle
congregamystica:candle_double_brass, Brass Candelabra
congregamystica:candle_lever_brass, Brass Candle Lever
congregamystica:chandelier_brass, Brass Chandelier Ring
congregamystica:lantern_brass, Brass Lantern
congregamystica:cluster_diamond, item.congregamystica:cluster_diamond.name
congregamystica:cluster_emerald, item.congregamystica:cluster_emerald.name
congregamystica:cluster_amber, item.congregamystica:cluster_amber.name
congregamystica:cluster_amethyst, item.congregamystica:cluster_amethyst.name
congregamystica:cluster_malachite, item.congregamystica:cluster_malachite.name
congregamystica:cluster_peridot, item.congregamystica:cluster_peridot.name
congregamystica:cluster_ruby, item.congregamystica:cluster_ruby.name
congregamystica:cluster_sapphire, item.congregamystica:cluster_sapphire.name
congregamystica:cluster_tanzanite, item.congregamystica:cluster_tanzanite.name
congregamystica:cluster_topaz, item.congregamystica:cluster_topaz.name
congregamystica:cluster_aluminum, item.congregamystica:cluster_aluminum.name
congregamystica:cluster_nickel, item.congregamystica:cluster_nickel.name
congregamystica:cluster_uranium, item.congregamystica:cluster_uranium.name
congregamystica:cluster_platinum, item.congregamystica:cluster_platinum.name
congregamystica:cluster_iridium, item.congregamystica:cluster_iridium.name
congregamystica:cluster_tungsten, item.congregamystica:cluster_tungsten.name
congregamystica:cluster_zinc, item.congregamystica:cluster_zinc.name
congregamystica:cluster_quartz_certus, Native Certus Quartz Cluster
congregamystica:cluster_charged_quartz_certus, Native Charged Certus Quartz Cluster
congregamystica:cluster_astral_starmetal, Native Starmetal Cluster
congregamystica:cluster_blue_topaz, item.congregamystica:cluster_blue_topaz.name
congregamystica:cluster_chimerite, item.congregamystica:cluster_chimerite.name
congregamystica:cluster_moonstone, item.congregamystica:cluster_moonstone.name
congregamystica:cluster_sunstone, item.congregamystica:cluster_sunstone.name
congregamystica:cluster_osmium, item.congregamystica:cluster_osmium.name
congregamystica:cluster_mithril, item.congregamystica:cluster_mithril.name
congregamystica:cluster_cobalt, item.congregamystica:cluster_cobalt.name
congregamystica:cluster_ardite, item.congregamystica:cluster_ardite.name
congregamystica:eldritch_cluster_diamond, item.congregamystica:eldritch_cluster_diamond.name
congregamystica:eldritch_cluster_emerald, item.congregamystica:eldritch_cluster_emerald.name
congregamystica:eldritch_cluster_amber, item.congregamystica:eldritch_cluster_amber.name
congregamystica:eldritch_cluster_amethyst, item.congregamystica:eldritch_cluster_amethyst.name
congregamystica:eldritch_cluster_malachite, item.congregamystica:eldritch_cluster_malachite.name
congregamystica:eldritch_cluster_peridot, item.congregamystica:eldritch_cluster_peridot.name
congregamystica:eldritch_cluster_ruby, item.congregamystica:eldritch_cluster_ruby.name
congregamystica:eldritch_cluster_sapphire, item.congregamystica:eldritch_cluster_sapphire.name
congregamystica:eldritch_cluster_tanzanite, item.congregamystica:eldritch_cluster_tanzanite.name
congregamystica:eldritch_cluster_topaz, item.congregamystica:eldritch_cluster_topaz.name
congregamystica:eldritch_cluster_aluminum, item.congregamystica:eldritch_cluster_aluminum.name
congregamystica:eldritch_cluster_nickel, item.congregamystica:eldritch_cluster_nickel.name
congregamystica:eldritch_cluster_uranium, item.congregamystica:eldritch_cluster_uranium.name
congregamystica:eldritch_cluster_platinum, item.congregamystica:eldritch_cluster_platinum.name
congregamystica:eldritch_cluster_iridium, item.congregamystica:eldritch_cluster_iridium.name
congregamystica:eldritch_cluster_tungsten, item.congregamystica:eldritch_cluster_tungsten.name
congregamystica:eldritch_cluster_zinc, item.congregamystica:eldritch_cluster_zinc.name
congregamystica:eldritch_cluster_quartz_certus, Eldritch Certus Quartz Cluster
congregamystica:eldritch_cluster_charged_quartz_certus, Eldritch Charged Certus Quartz Cluster
congregamystica:eldritch_cluster_astral_starmetal, Eldritch Starmetal Cluster
congregamystica:eldritch_cluster_blue_topaz, item.congregamystica:eldritch_cluster_blue_topaz.name
congregamystica:eldritch_cluster_chimerite, item.congregamystica:eldritch_cluster_chimerite.name
congregamystica:eldritch_cluster_moonstone, item.congregamystica:eldritch_cluster_moonstone.name
congregamystica:eldritch_cluster_sunstone, item.congregamystica:eldritch_cluster_sunstone.name
congregamystica:eldritch_cluster_osmium, item.congregamystica:eldritch_cluster_osmium.name
congregamystica:eldritch_cluster_mithril, item.congregamystica:eldritch_cluster_mithril.name
congregamystica:eldritch_cluster_cobalt, item.congregamystica:eldritch_cluster_cobalt.name
congregamystica:eldritch_cluster_ardite, item.congregamystica:eldritch_cluster_ardite.name
congregamystica:mimic_fork, Mimic Fork
congregamystica:mimic_fork_ranged, Ethereal Mimic Fork
congregamystica:arcane_crafter, Arcane Crafter
congregamystica:fence_greatwood, Greatwood Fence
congregamystica:fence_silverwood, Silverwood Fence
congregamystica:fence_gate_greatwood, Greatwood Fence Gate
congregamystica:fence_gate_silverwood, Silverwood Fence Gate
congregamystica:caster_flux, Energized Caster's Gauntlet
congregamystica:caster_elementium, Elementium Caster's Gauntlet
congregamystica:flux_scribing_tools, Energized Scribing Tools
congregamystica:crafter_placeholder, Crafter Placeholder
congregamystica:drill_head_thaumium, Thaumium Drill Head
congregamystica:drill_head_void, Void Drill Head
congregamystica:upgrade_refining, Native Cluster Extraction Module
congregamystica:drill_head_tipped_thaumium, Diamond-Tipped Thaumium Drill Head
congregamystica:drill_head_tipped_void, Diamond-Tipped Void Drill Head
create:wrench, Wrench
create:ingredient:0, Wheat Flour
create:ingredient:1, Dough
create:ingredient:2, Cinder Flour
create:ingredient:3, Rose Quartz
create:ingredient:4, Polished Rose Quartz
create:ingredient:5, Powdered Obsidian
create:ingredient:6, Sturdy Sheet
create:ingredient:7, Propeller
create:ingredient:8, Whisk
create:ingredient:9, Brass Hand
create:ingredient:10, Electron Tube
create:ingredient:11, Transmitter
create:ingredient:12, Pulp
create:ingredient:13, Cardboard
create:ingredient:14, Precision Mechanism
create:ingredient:15, Andesite Alloy
create:ingredient:16, Copper Ingot
create:ingredient:17, Zinc Ingot
create:ingredient:18, Brass Ingot
create:ingredient:19, Copper Nugget
create:ingredient:20, Zinc Nugget
create:ingredient:21, Brass Nugget
create:ingredient:22, Copper Sheet
create:ingredient:23, Brass Sheet
create:ingredient:24, Iron Sheet
create:ingredient:25, Gold Sheet
create:ingredient:26, Crushed Iron Ore
create:ingredient:27, Crushed Gold Ore
create:ingredient:28, Crushed Copper Ore
create:ingredient:29, Crushed Zinc Ore
create:ingredient:30, Blazecake Base
create:ingredient:31, Blazecake
create:goggles, Engineer's Goggles
create:sandpaper, Sandpaper
create:belt_connector, Mechanical Belt
create:tree_fertilizer, Tree Fertilizer
create:superglue, Super Glue
create:crafter_cover, Crafting Slot Cover
create:helmet_cardboard, Cardboard Helmet
create:chestplate_cardboard, Cardboard Chestplate
create:leggings_cardboard, Cardboard Leggings
create:boots_cardboard, Cardboard Boots
create:assembly:0, Incomplete Precision Mechanism
create:scene_wand, item.null.name
create:ore:0, Copper Ore
create:ore:1, Zinc Ore
create:metal:0, Block of Andesite Alloy
create:metal:1, Block of Copper
create:metal:2, Block of Zinc
create:metal:3, Block of Brass
create:casing:0, Andesite Casing
create:casing:1, Copper Casing
create:casing:2, Brass Casing
create:casing:3, Train Casing
create:shaft, Shaft
create:cogwheel_small, Cogwheel
create:cogwheel_large, Large Cogwheel
create:gearbox:0, Gearbox
create:gearbox:1, Vertical Gearbox
create:gearshift, Gearshift
create:clutch, Clutch
create:hand_crank, Hand Crank
create:water_wheel, Water Wheel
create:creative_motor, tile.create.creative_motor.name
create:turntable, Turntable
create:bearing, Mechanical Bearing
create:bearing_windmill, Windmill Bearing
create:chassis_linear:0, Linear Chassis
create:chassis_linear:1, Secondary Linear Chassis
create:chassis_radial, Radial Chassis
create:sail, Windmill Sail
create:piston_pole, Piston Extension Pole
create:mechanical_piston, Mechanical Piston
create:mechanical_piston_sticky, Sticky Mechanical Piston
create:speedometer, Speedometer
create:stressometer, Stressometer
create:press, Mechanical Press
create:mixer, Mechanical Mixer
create:drill, Mechanical Drill
create:saw, Mechanical Saw
create:deployer, Deployer
create:auto_farm:0, Plough
create:auto_farm:1, Harvester
create:contraption_interface:0, Portable Storage Interface
create:contraption_interface:1, Portable Fluid Interface
create:millstone, Millstone
create:crafter, Mechanical Crafter
create:blaze_burner:0, Empty Blaze Burner
create:blaze_burner:1, Blaze Burner
create:depot, Depot
create:basin, Basin
create:chute, Chute
create:item_drain, Item Drain
create:framed_glass:0, Framed Glass
create:framed_glass:1, Horizontal Framed Glass
create:framed_glass:2, Vertical Framed Glass
create:framed_glass:3, Tiled Framed Glass
create:window_wood:0, Oak Window
create:window_wood:1, Spruce Window
create:window_wood:2, Birch Window
create:window_wood:3, Jungle Window
create:window_wood:4, Acacia Window
create:window_wood:5, Dark Oak Window
create:window_iron:0, Ornate Iron Window
create:window_iron:1, Industrial Iron Window
create:window_iron:2, Rusty Industrial Iron Window
create:pouf:0, White Pouf
create:pouf:1, Orange Pouf
create:pouf:2, Magenta Pouf
create:pouf:3, Light Blue Pouf
create:pouf:4, Yellow Pouf
create:pouf:5, Lime Pouf
create:pouf:6, Pink Pouf
create:pouf:7, Gray Pouf
create:pouf:8, Light Gray Pouf
create:pouf:9, Cyan Pouf
create:pouf:10, Purple Pouf
create:pouf:11, Blue Pouf
create:pouf:12, Brown Pouf
create:pouf:13, Green Pouf
create:pouf:14, Red Pouf
create:pouf:15, Black Pouf
create:natural_orestone:0, Asurine
create:natural_orestone:1, Crimsite
create:natural_orestone:2, Limestone
create:natural_orestone:3, Ochrum
create:natural_orestone:4, Scorchia
create:natural_orestone:5, Scoria
create:natural_orestone:6, Veridium
create:cut_orestone:0, Cut Asurine
create:cut_orestone:1, Cut Crimsite
create:cut_orestone:2, Cut Limestone
create:cut_orestone:3, Cut Ochrum
create:cut_orestone:4, Cut Scorchia
create:cut_orestone:5, Cut Scoria
create:cut_orestone:6, Cut Veridium
create:polished_orestone:0, Polished Cut Asurine
create:polished_orestone:1, Polished Cut Crimsite
create:polished_orestone:2, Polished Cut Limestone
create:polished_orestone:3, Polished Cut Ochrum
create:polished_orestone:4, Polished Cut Scorchia
create:polished_orestone:5, Polished Cut Scoria
create:polished_orestone:6, Polished Cut Veridium
create:bricks_orestone:0, Cut Asurine Bricks
create:bricks_orestone:1, Cut Crimsite Bricks
create:bricks_orestone:2, Cut Limestone Bricks
create:bricks_orestone:3, Cut Ochrum Bricks
create:bricks_orestone:4, Cut Scorchia Bricks
create:bricks_orestone:5, Cut Scoria Bricks
create:bricks_orestone:6, Cut Veridium Bricks
create:bricks_fancy_orestone:0, Fancy Cut Asurine Bricks
create:bricks_fancy_orestone:1, Fancy Cut Crimsite Bricks
create:bricks_fancy_orestone:2, Fancy Cut Limestone Bricks
create:bricks_fancy_orestone:3, Fancy Cut Ochrum Bricks
create:bricks_fancy_orestone:4, Fancy Cut Scorchia Bricks
create:bricks_fancy_orestone:5, Fancy Cut Scoria Bricks
create:bricks_fancy_orestone:6, Fancy Cut Veridium Bricks
create:layered_orestone:0, Layered Cut Asurine
create:layered_orestone:1, Layered Cut Crimsite
create:layered_orestone:2, Layered Cut Limestone
create:layered_orestone:3, Layered Cut Ochrum
create:layered_orestone:4, Layered Cut Scorchia
create:layered_orestone:5, Layered Cut Scoria
create:layered_orestone:6, Layered Cut Veridium
create:orestone_pillar:0, Cut Asurine Pillar
create:orestone_pillar:1, Cut Crimsite Pillar
create:orestone_pillar:2, Cut Limestone Pillar
create:orestone_pillar:3, Cut Ochrum Pillar
create:orestone_pillar:4, Cut Scorchia Pillar
create:orestone_pillar:5, Cut Scoria Pillar
create:orestone_pillar:6, Cut Veridium Pillar
mts:automotives.biplane, item.automotives.biplane.name
mts:automotives.biplane_black, item.automotives.biplane_black.name
mts:automotives.biplane_blue, item.automotives.biplane_blue.name
mts:automotives.biplane_brown, item.automotives.biplane_brown.name
mts:automotives.biplane_cyan, item.automotives.biplane_cyan.name
mts:automotives.biplane_gray, item.automotives.biplane_gray.name
mts:automotives.biplane_green, item.automotives.biplane_green.name
mts:automotives.biplane_lightblue, item.automotives.biplane_lightblue.name
mts:automotives.biplane_lightgray, item.automotives.biplane_lightgray.name
mts:automotives.biplane_lime, item.automotives.biplane_lime.name
mts:automotives.biplane_magenta, item.automotives.biplane_magenta.name
mts:automotives.biplane_orange, item.automotives.biplane_orange.name
mts:automotives.biplane_pink, item.automotives.biplane_pink.name
mts:automotives.biplane_purple, item.automotives.biplane_purple.name
mts:automotives.biplane_red, item.automotives.biplane_red.name
mts:automotives.biplane_yellow, item.automotives.biplane_yellow.name
mts:automotives.boilerbox, item.automotives.boilerbox.name
mts:automotives.dashornament_frogport, item.automotives.dashornament_frogport.name
mts:automotives.dashornament_kiwi, item.automotives.dashornament_kiwi.name
mts:automotives.dashornament_smartobserver, item.automotives.dashornament_smartobserver.name
mts:automotives.dashornament_snail, item.automotives.dashornament_snail.name
mts:automotives.engine_biplane, item.automotives.engine_biplane.name
mts:automotives.engine_boilerbox, item.automotives.engine_boilerbox.name
mts:automotives.fueltank_biplane, item.automotives.fueltank_biplane.name
mts:automotives.fueltank_boilerbox, item.automotives.fueltank_boilerbox.name
mts:automotives.inventory_bombbay, item.automotives.inventory_bombbay.name
mts:automotives.inventory_gunturret, item.automotives.inventory_gunturret.name
mts:automotives.invisible_pontoons, item.automotives.invisible_pontoons.name
mts:automotives.propeller_biplane, item.automotives.propeller_biplane.name
mts:automotives.upgrade_airhorn, item.automotives.upgrade_airhorn.name
mts:automotives.upgrade_bombbay, item.automotives.upgrade_bombbay.name
mts:automotives.upgrade_cab, item.automotives.upgrade_cab.name
mts:automotives.upgrade_cakeloader, item.automotives.upgrade_cakeloader.name
mts:automotives.upgrade_cowcatcher, item.automotives.upgrade_cowcatcher.name
mts:automotives.upgrade_fuel, item.automotives.upgrade_fuel.name
mts:automotives.upgrade_gunturret, item.automotives.upgrade_gunturret.name
mts:automotives.upgrade_navalhorn, item.automotives.upgrade_navalhorn.name
mts:automotives.upgrade_nitro, item.automotives.upgrade_nitro.name
mts:automotives.upgrade_pontoons, item.automotives.upgrade_pontoons.name
mts:automotives.upgrade_seat, item.automotives.upgrade_seat.name
mts:automotives.upgrade_storage, item.automotives.upgrade_storage.name
mts:automotives.upgrade_turbo, item.automotives.upgrade_turbo.name
mts:automotives.upgrade_urlwings, item.automotives.upgrade_urlwings.name
mts:automotives.wheel_biplane_rear, item.automotives.wheel_biplane_rear.name
mts:automotives.wheelboilerbox, item.automotives.wheelboilerbox.name
mts:automotives.wheelbrass, item.automotives.wheelbrass.name
mts:automotives.bullet_bomb, item.automotives.bullet_bomb.name
mts:automotives.bullet_cakecapsule, item.automotives.bullet_cakecapsule.name
mts:automotives.bullet_gunturret, item.automotives.bullet_gunturret.name
mts:automotives.blowtorch, item.automotives.blowtorch.name
mts:automotives.bullet_bomb_unfinished, item.automotives.bullet_bomb_unfinished.name
mts:automotives.bullet_cakecapsule_unfinished0, item.automotives.bullet_cakecapsule_unfinished0.name
mts:automotives.bullet_cakecapsule_unfinished1, item.automotives.bullet_cakecapsule_unfinished1.name
mts:automotives.bullet_gunturret_unfinished, item.automotives.bullet_gunturret_unfinished.name
mts:automotives.ratchet, item.automotives.ratchet.name
mts:automotives.instrument_brass_airspeed, item.automotives.instrument_brass_airspeed.name
mts:automotives.instrument_brass_altitude, item.automotives.instrument_brass_altitude.name
mts:automotives.instrument_brass_attitude, item.automotives.instrument_brass_attitude.name
mts:automotives.instrument_brass_spedometer_kph, item.automotives.instrument_brass_spedometer_kph.name
mts:mts.invisible_seat, item.mts.invisible_seat.name
mts:mts.invisible_standing, item.mts.invisible_standing.name
mts:mts.invisible_wheel, item.mts.invisible_wheel.name
mts:mts.jerrycan, item.mts.jerrycan.name
mts:mts.charger, item.mts.charger.name
mts:mts.custombench, item.mts.custombench.name
mts:mts.decorbench, item.mts.decorbench.name
mts:mts.enginebench, item.mts.enginebench.name
mts:mts.fuelpump, item.mts.fuelpump.name
mts:mts.gunbench, item.mts.gunbench.name
mts:mts.instrumentbench, item.mts.instrumentbench.name
mts:mts.itembench, item.mts.itembench.name
mts:mts.propellerbench, item.mts.propellerbench.name
mts:mts.seatbench, item.mts.seatbench.name
mts:mts.vehiclebench, item.mts.vehiclebench.name
mts:mts.wheelbench, item.mts.wheelbench.name
mts:mts.fuelhose, item.mts.fuelhose.name
mts:mts.handbook_car, item.mts.handbook_car.name
mts:mts.handbook_plane, item.mts.handbook_plane.name
mts:mts.jumpercable, item.mts.jumpercable.name
mts:mts.jumperpack, item.mts.jumperpack.name
mts:mts.key, item.mts.key.name
mts:mts.paintgun, item.mts.paintgun.name
mts:mts.partscanner, item.mts.partscanner.name
mts:mts.ticket, item.mts.ticket.name
mts:mts.wrench, item.mts.wrench.name
mts:mts.y2kbutton, item.mts.y2kbutton.name
enderio:item_enderface, Enderface
enderio:item_conduit_facade:0, Conduit Facade
enderio:item_conduit_facade:1, Hardened Conduit Facade
enderio:item_conduit_facade:2, Transparent Conduit Facade
enderio:item_conduit_facade:3, Transparent Hardened Conduit Facade
enderio:item_basic_capacitor:0, Basic Capacitor
enderio:item_basic_capacitor:1, Double-Layer Capacitor
enderio:item_basic_capacitor:2, Octadic Capacitor
enderio:block_alloy:0, Electrical Steel Block
enderio:block_alloy:1, Energetic Alloy Block
enderio:block_alloy:2, Vibrant Alloy Block
enderio:block_alloy:3, Redstone Alloy Block
enderio:block_alloy:4, Conductive Iron Block
enderio:block_alloy:5, Pulsating Iron Block
enderio:block_alloy:6, Dark Steel Block
enderio:block_alloy:7, Soularium Block
enderio:block_alloy:8, End Steel Block
enderio:block_alloy:9, Iron Alloy Block
enderio:item_alloy_ingot:0, Electrical Steel Ingot
enderio:item_alloy_ingot:1, Energetic Alloy Ingot
enderio:item_alloy_ingot:2, Vibrant Alloy Ingot
enderio:item_alloy_ingot:3, Redstone Alloy Ingot
enderio:item_alloy_ingot:4, Conductive Iron Ingot
enderio:item_alloy_ingot:5, Pulsating Iron Ingot
enderio:item_alloy_ingot:6, Dark Steel Ingot
enderio:item_alloy_ingot:7, Soularium Ingot
enderio:item_alloy_ingot:8, End Steel Ingot
enderio:item_alloy_ingot:9, Iron Alloy Ingot
enderio:item_alloy_nugget:0, Electrical Steel Nugget
enderio:item_alloy_nugget:1, Energetic Alloy Nugget
enderio:item_alloy_nugget:2, Vibrant Alloy Nugget
enderio:item_alloy_nugget:3, Redstone Alloy Nugget
enderio:item_alloy_nugget:4, Conductive Iron Nugget
enderio:item_alloy_nugget:5, Pulsating Iron Nugget
enderio:item_alloy_nugget:6, Dark Steel Nugget
enderio:item_alloy_nugget:7, Soularium Nugget
enderio:item_alloy_nugget:8, End Steel Nugget
enderio:item_alloy_nugget:9, Iron Alloy Nugget
enderio:item_alloy_ball:0, Electrical Steel Grinding Ball
enderio:item_alloy_ball:1, Energetic Alloy Grinding Ball
enderio:item_alloy_ball:2, Vibrant Alloy Grinding Ball
enderio:item_alloy_ball:3, Redstone Alloy Grinding Ball
enderio:item_alloy_ball:4, Conductive Iron Grinding Ball
enderio:item_alloy_ball:5, Pulsating Iron Grinding Ball
enderio:item_alloy_ball:6, Dark Steel Grinding Ball
enderio:item_alloy_ball:7, Soularium Grinding Ball
enderio:item_alloy_ball:8, End Steel Grinding Ball
enderio:item_alloy_ball:9, Iron Alloy Grinding Ball
enderio:item_material:0, Simple Machine Chassis
enderio:item_material:1, Industrial Machine Chassis
enderio:item_material:2, Machine Parts
enderio:item_material:3, Photovoltaic Plate
enderio:item_material:4, Conduit Binder
enderio:item_material:5, Silicon
enderio:item_material:6, Glider Wing
enderio:item_material:7, Glider Wings
enderio:item_material:8, Nutritious Stick
enderio:item_material:9, Wooden Gear
enderio:item_material:10, Stone Compound Gear
enderio:item_material:11, Infinity Bimetal Gear
enderio:item_material:12, Energized Bimetal Gear
enderio:item_material:13, Vibrant Bimetal Gear
enderio:item_material:14, Pulsating Crystal
enderio:item_material:15, Vibrant Crystal
enderio:item_material:16, Ender Crystal
enderio:item_material:17, Enticing Crystal
enderio:item_material:18, Weather Crystal
enderio:item_material:19, Prescient Crystal
enderio:item_material:20, Grains of Infinity
enderio:item_material:21, Flour
enderio:item_material:22, Conduit Binder Composite
enderio:item_material:23, Coal Powder
enderio:item_material:24, Iron Powder
enderio:item_material:25, Gold Powder
enderio:item_material:26, Copper Powder
enderio:item_material:27, Tin Powder
enderio:item_material:28, Ender Pearl Powder
enderio:item_material:29, Obsidian Powder
enderio:item_material:30, Ardite Powder
enderio:item_material:31, Cobalt Powder
enderio:item_material:32, Lapis Lazuli Powder
enderio:item_material:33, Quartz Powder
enderio:item_material:34, Grains of Prescience
enderio:item_material:35, Grains of Vibrancy
enderio:item_material:36, Grains of Piezallity
enderio:item_material:37, Grains of the End
enderio:item_material:38, Photovoltaic Composite
enderio:item_material:39, Enderium Base
enderio:item_material:40, Zombie Electrode
enderio:item_material:41, Z-Logic Controller
enderio:item_material:42, Frank'N'Zombie
enderio:item_material:43, Ender Resonator
enderio:item_material:44, Sentient Ender
enderio:item_material:45, Skeletal Contractor
enderio:item_material:46, Clippings and Trimmings
enderio:item_material:47, Twigs and Prunings
enderio:item_material:48, Organic Green Dye
enderio:item_material:49, Organic Brown Dye
enderio:item_material:50, Organic Black Dye
enderio:item_material:51, Industrial Dye Blend
enderio:item_material:52, Soul Attuned Dye Blend
enderio:item_material:53, Soul Machine Chassis
enderio:item_material:54, Enhanced Machine Chassis
enderio:item_material:55, Soulless Machine Chassis
enderio:item_material:56, Guardian Diode
enderio:item_material:57, Signalum Grinding Ball
enderio:item_material:58, Enderium Grinding Ball
enderio:item_material:59, Lumium Grinding Ball
enderio:item_material:60, Redstone Filter Base
enderio:item_material:61, Confusing Powder
enderio:item_material:62, Ender Fragment
enderio:item_material:63, Withering Dust
enderio:item_material:64, Remote Awareness Upgrade
enderio:item_material:65, Wireless Energy Transmitter Dish Assembly
enderio:item_material:66, End Steel Chassis
enderio:item_material:67, Enhanced Dye Blend
enderio:item_material:68, Enhanced Machine Parts
enderio:item_material:69, Simple Machine Parts
enderio:item_material:70, Cake Base
enderio:item_material:71, Infinity Rod
enderio:item_material:72, Nethercotta
enderio:item_material:73, Dark Bimetal Gear
enderio:item_material:74, Soul Powder
enderio:item_material:75, Infinity Reagent
enderio:item_material:76, Clay-Coated Glowstone Dust
enderio:item_material:77, Black Paper
enderio:item_material:78, Animal Token
enderio:item_material:79, Monster Token
enderio:item_material:80, Player Token
enderio:item_material:81, Unfired Death Urn
enderio:item_broken_spawner:0, Broken Spawner
enderio:block_infinity_fog:0, Infinity Dust
enderio:block_infinity:0, Infinity Dust Block
enderio:block_infinity:1, Compressed Infinity Dust Block
enderio:block_infinity:2, Double Compressed Infinity Dust Block
enderio:block_holy_fog, Glowstone Nano-Particles (old)
enderio:block_holier_fog, Glowstone Nano-Particles
enderio:block_dark_steel_anvil:0, Dark Steel Anvil
enderio:block_dark_steel_anvil:1, Slightly Damaged Dark Steel Anvil
enderio:block_dark_steel_anvil:2, Very Damaged Dark Steel Anvil
enderio:block_dark_paper_anvil:0, Dark Paper Anvil
enderio:block_dark_paper_anvil:1, Slightly Damaged Dark Paper Anvil
enderio:block_dark_paper_anvil:2, Very Damaged Dark Paper Anvil
enderio:block_dark_steel_ladder, Dark Steel Ladder
enderio:block_dark_iron_bars, Dark Iron Bars
enderio:block_dark_steel_trapdoor, Dark Steel Trapdoor
enderio:block_dark_steel_door, Dark Steel Door
enderio:block_reinforced_obsidian, Reinforced Obsidian
enderio:block_self_resetting_lever5, Self-resetting Lever (5 seconds)
enderio:block_self_resetting_lever10, Self-resetting Lever (10 seconds)
enderio:block_self_resetting_lever30, Self-resetting Lever (30 seconds)
enderio:block_self_resetting_lever60, Self-resetting Lever (1 Minute)
enderio:block_self_resetting_lever300, Self-resetting Lever (5 Minutes)
enderio:block_self_resetting_lever5i, Inverted Self-resetting Lever (5 seconds)
enderio:block_self_resetting_lever10i, Inverted Self-resetting Lever (10 seconds)
enderio:block_self_resetting_lever30i, Inverted Self-resetting Lever (30 seconds)
enderio:block_self_resetting_lever60i, Inverted Self-resetting Lever (1 Minute)
enderio:block_self_resetting_lever300i, Inverted Self-resetting Lever (5 Minutes)
enderio:block_decoration1:0, Machine Chassis (decoration block)
enderio:block_decoration1:1, Blank Machine (decoration block)
enderio:block_decoration1:2, Machine Tops (decoration block)
enderio:block_decoration1:3, Machine Sides (decoration block)
enderio:block_decoration1:4, Machine Backs (decoration block)
enderio:block_decoration1:5, Machine with sides (decoration block)
enderio:block_decoration1:6, Machine width backs (decoration block)
enderio:block_decoration1:7, Blank Soul Machine (decoration block)
enderio:block_decoration1:8, Soul Machine Tops (decoration block)
enderio:block_decoration1:9, Soul Machine Sides (decoration block)
enderio:block_decoration1:10, Soul Machine Backs (decoration block)
enderio:block_decoration1:11, Soul Machine with sides (decoration block)
enderio:block_decoration1:12, Soul Machine width backs (decoration block)
enderio:block_decoration1:13, Red Machine (decoration block)
enderio:block_decoration1:14, Broken Spawner (decoration block)
enderio:block_decoration1:15, Invisible Block (decoration block)
enderio:block_decoration2:0, Alloy Smelter (decoration block)
enderio:block_decoration2:1, Item Buffer (decoration block)
enderio:block_decoration2:2, Power Buffer (decoration block)
enderio:block_decoration2:3, Omni Buffer (decoration block)
enderio:block_decoration2:4, Creative Buffer (decoration block)
enderio:block_decoration2:5, Crafter (decoration block)
enderio:block_decoration2:6, Painting Machine (decoration block)
enderio:block_decoration2:7, Power Monitor (decoration block)
enderio:block_decoration2:8, SAG Mill (decoration block)
enderio:block_decoration2:9, Slice'N'Splice (decoration block)
enderio:block_decoration2:10, Stirling Generator (decoration block)
enderio:block_decoration2:11, Fluid Tank (decoration block)
enderio:block_decoration2:12, Pressurized Fluid Tank (decoration block)
enderio:block_decoration2:13, Travel Anchor (decoration block)
enderio:block_decoration2:14, Vacuum Chest (decoration block)
enderio:block_decoration2:15, Wireless Charger (decoration block)
enderio:block_decoration3:0, XP Vacuum (decoration block)
enderio:block_decoration3:1, Simple Alloy Smelter (decoration block)
enderio:block_decoration3:2, Simple Stirling Generator (decoration block)
enderio:block_decoration3:3, Wired Charger (decoration block)
enderio:block_decoration3:4, Simple Sagmill (decoration block)
enderio:block_industrial_insulation, Industrial Insulation
enderio:block_end_iron_bars, End Steel Bars
enderio:block_confusion_charge, Confusion Charge
enderio:block_concussion_charge, Concussion Charge
enderio:block_ender_charge, Ender Charge
enderio:block_painted_slab, Painted Slab
enderio:block_painted_stone_slab, Painted Stone Slab
enderio:block_painted_pressure_plate:1, Wooden Pressure Plate (Silent)
enderio:block_painted_pressure_plate:3, Stone Pressure Plate (Silent)
enderio:block_painted_pressure_plate:5, Weighted Pressure Plate (Heavy) (Silent)
enderio:block_painted_pressure_plate:7, Weighted Pressure Plate (Light) (Silent)
enderio:block_painted_pressure_plate:8, Dark Pressure Plate
enderio:block_painted_pressure_plate:9, Dark Pressure Plate (Silent)
enderio:block_painted_pressure_plate:10, Soularium Pressure Plate
